乞闭 碍荐老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1958,0121,措备,0.4
1958,0126,措备,1.1
1958,0202,措备,21.1
1958,0207,措备,1.9
1958,0211,措备,0.1
1958,0221,措备,0.5
1958,0306,措备,0.9
1958,0317,措备,14.7
1958,0318,措备,0.3
1958,0328,措备,0.1
1958,0330,措备,2
1958,0405,措备,1.3
1958,0406,措备,9.6
1958,0416,措备,2.3
1958,0417,措备,8.1
1958,0420,措备,40.1
1958,0421,措备,15
1958,0422,措备,12.7
1958,0423,措备,2.8
1958,0425,措备,13
1958,0427,措备,9.3
1958,0429,措备,0.3
1958,0430,措备,12
1958,0510,措备,1.4
1958,0511,措备,2.6
1958,0514,措备,9.9
1958,0515,措备,1.1
1958,0606,措备,0.6
1958,0607,措备,3.6
1958,0608,措备,0.2
1958,0611,措备,14
1958,0616,措备,1.6
1958,0617,措备,0.2
1958,0620,措备,4.2
1958,0627,措备,1
1958,0628,措备,78.5
1958,0630,措备,0.2
1958,0701,措备,13.8
1958,0702,措备,17.5
1958,0703,措备,1.6
1958,0704,措备,83.1
1958,0705,措备,78.7
1958,0706,措备,19.7
1958,0708,措备,2
1958,0712,措备,7.6
1958,0723,措备,56.3
1958,0724,措备,28.2
1958,0725,措备,5.9
1958,0726,措备,5.1
1958,0730,措备,6
1958,0731,措备,2.7
1958,0806,措备,1.2
1958,0807,措备,8.8
1958,0808,措备,23
1958,0809,措备,11.2
1958,0811,措备,3.7
1958,0813,措备,10.1
1958,0814,措备,12.6
1958,0815,措备,6.8
1958,0817,措备,29.1
1958,0818,措备,20.7
1958,0819,措备,58
1958,0826,措备,4.9
1958,0828,措备,8.1
1958,0829,措备,17.4
1958,0830,措备,0.9
1958,0831,措备,30.8
1958,0901,措备,0.5
1958,0902,措备,2.7
1958,0904,措备,50.1
1958,0905,措备,57.1
1958,0906,措备,48.5
1958,0909,措备,4.6
1958,0910,措备,0.9
1958,0911,措备,27.5
1958,0912,措备,1.1
1958,0913,措备,0.2
1958,0920,措备,2.2
1958,0921,措备,13.7
1958,0922,措备,0.3
1958,1001,措备,5.5
1958,1010,措备,0.4
1958,1011,措备,25.6
1958,1014,措备,32.4
1958,1015,措备,9.1
1958,1016,措备,0.7
1958,1017,措备,19.8
1958,1018,措备,2.2
1958,1025,措备,1.1
1958,1110,措备,2.3
1958,1113,措备,2.6
1958,1114,措备,25
1958,1115,措备,2.3
1958,1116,措备,0.2
1958,1129,措备,3
1958,1130,措备,4.8
1958,1222,措备,0.1
1958,1223,措备,15.1
1958,1225,措备,15.9
1958,1226,措备,4.1
1959,0113,措备,1.6
1959,0126,措备,3.7
1959,0128,措备,2.2
1959,0129,措备,10.1
1959,0201,措备,1
1959,0202,措备,10.1
1959,0206,措备,0.2
1959,0213,措备,34.1
1959,0214,措备,2.8
1959,0215,措备,4
1959,0216,措备,7.8
1959,0217,措备,2.5
1959,0219,措备,15.3
1959,0220,措备,1.1
1959,0226,措备,2.3
1959,0306,措备,34.7
1959,0307,措备,5.5
1959,0308,措备,7.4
1959,0317,措备,1.8
1959,0321,措备,0.5
1959,0322,措备,1.1
1959,0329,措备,1.6
1959,0330,措备,1.5
1959,0403,措备,10.7
1959,0404,措备,41.2
1959,0405,措备,8.6
1959,0407,措备,20
1959,0408,措备,6
1959,0409,措备,5.9
1959,0412,措备,0.4
1959,0415,措备,2.7
1959,0422,措备,1
1959,0426,措备,2.6
1959,0427,措备,0.3
1959,0504,措备,7.5
1959,0505,措备,1
1959,0508,措备,0.9
1959,0509,措备,0.1
1959,0511,措备,6
1959,0512,措备,0.2
1959,0515,措备,6.6
1959,0517,措备,6
1959,0518,措备,0.9
1959,0521,措备,15.3
1959,0522,措备,9
1959,0529,措备,1.4
1959,0605,措备,1.7
1959,0606,措备,0.2
1959,0608,措备,0.9
1959,0610,措备,11.8
1959,0612,措备,4.7
1959,0613,措备,3.6
1959,0614,措备,1.6
1959,0619,措备,7.5
1959,0623,措备,41.5
1959,0630,措备,27.4
1959,0701,措备,39
1959,0702,措备,0.8
1959,0704,措备,27
1959,0705,措备,0.5
1959,0706,措备,30.4
1959,0707,措备,9
1959,0708,措备,20.7
1959,0709,措备,0.1
1959,0710,措备,24.4
1959,0714,措备,0.9
1959,0716,措备,2
1959,0717,措备,6.1
1959,0724,措备,2.3
1959,0808,措备,18.6
1959,0809,措备,0.5
1959,0810,措备,0.3
1959,0811,措备,0.5
1959,0812,措备,9.7
1959,0813,措备,0.9
1959,0815,措备,0.2
1959,0816,措备,1.2
1959,0817,措备,2.3
1959,0821,措备,8.8
1959,0822,措备,9.9
1959,0823,措备,87.7
1959,0825,措备,45.3
1959,0826,措备,10.4
1959,0827,措备,13.3
1959,0831,措备,107.5
1959,0901,措备,10.2
1959,0902,措备,4.4
1959,0906,措备,0.6
1959,0907,措备,5.5
1959,0912,措备,0.7
1959,0913,措备,4.8
1959,0915,措备,33.3
1959,0916,措备,13.9
1959,0917,措备,101.2
1959,0919,措备,0.9
1959,0923,措备,4.7
1959,0924,措备,26.8
1959,0928,措备,5
1959,0929,措备,3.1
1959,1003,措备,8.4
1959,1018,措备,4.3
1959,1101,措备,17.1
1959,1106,措备,2.9
1959,1124,措备,6.8
1959,1126,措备,6.9
1959,1202,措备,4.8
1959,1213,措备,5.4
1959,1214,措备,5.9
1959,1215,措备,2.3
1959,1219,措备,4
1959,1231,措备,20
1960,0115,措备,0.4
1960,0116,措备,8.1
1960,0126,措备,0.2
1960,0127,措备,0.6
1960,0203,措备,0.7
1960,0208,措备,1.5
1960,0209,措备,0.2
1960,0226,措备,3.6
1960,0309,措备,0.9
1960,0320,措备,24.7
1960,0321,措备,1.7
1960,0325,措备,6.4
1960,0330,措备,6.7
1960,0331,措备,8
1960,0409,措备,0.1
1960,0410,措备,11.6
1960,0413,措备,5.4
1960,0419,措备,1.1
1960,0420,措备,5.3
1960,0424,措备,11.4
1960,0501,措备,4.2
1960,0504,措备,6.3
1960,0506,措备,1.1
1960,0509,措备,18.4
1960,0510,措备,2.2
1960,0513,措备,47.1
1960,0514,措备,3.5
1960,0518,措备,15.6
1960,0525,措备,1.9
1960,0526,措备,5.9
1960,0527,措备,1.5
1960,0528,措备,22.5
1960,0529,措备,0.6
1960,0610,措备,0.7
1960,0619,措备,0.6
1960,0626,措备,67.2
1960,0627,措备,1
1960,0628,措备,5
1960,0629,措备,15.4
1960,0701,措备,13.5
1960,0703,措备,40.2
1960,0704,措备,4
1960,0707,措备,7.4
1960,0708,措备,10
1960,0709,措备,50.9
1960,0710,措备,1.9
1960,0714,措备,0.5
1960,0715,措备,0.2
1960,0725,措备,10.5
1960,0728,措备,1.5
1960,0729,措备,3.7
1960,0802,措备,8.8
1960,0804,措备,0.2
1960,0805,措备,0.2
1960,0813,措备,0.8
1960,0823,措备,21.7
1960,0829,措备,0.5
1960,0903,措备,3.4
1960,0904,措备,39.7
1960,0905,措备,2.7
1960,0906,措备,1
1960,0912,措备,0.3
1960,0913,措备,0.7
1960,0914,措备,12.6
1960,0917,措备,46
1960,0918,措备,81.5
1960,0919,措备,27.7
1960,0922,措备,11.1
1960,0923,措备,12
1960,0926,措备,0.3
1960,0927,措备,72.3
1960,0928,措备,3.5
1960,0929,措备,1.5
1960,0930,措备,1.8
1960,1016,措备,23.1
1960,1020,措备,3
1960,1026,措备,5.9
1960,1027,措备,3.3
1960,1121,措备,0.4
1960,1122,措备,6.7
1960,1123,措备,5.2
1960,1124,措备,17.1
1960,1211,措备,1.1
1960,1212,措备,2.1
1960,1215,措备,1.6
1960,1225,措备,2.6
1961,0103,措备,5.4
1961,0110,措备,0.5
1961,0124,措备,3.6
1961,0205,措备,10.8
1961,0206,措备,4.2
1961,0207,措备,2.5
1961,0213,措备,0.2
1961,0302,措备,20.2
1961,0303,措备,35.8
1961,0318,措备,18
1961,0319,措备,20.2
1961,0327,措备,5.2
1961,0404,措备,13.9
1961,0408,措备,9.6
1961,0411,措备,9.6
1961,0421,措备,17.5
1961,0503,措备,10.6
1961,0504,措备,8.7
1961,0510,措备,24.6
1961,0511,措备,12
1961,0512,措备,7.8
1961,0518,措备,4.7
1961,0528,措备,29.5
1961,0604,措备,2.4
1961,0608,措备,4.3
1961,0609,措备,0.5
1961,0614,措备,14.2
1961,0616,措备,40.4
1961,0620,措备,20.5
1961,0623,措备,2.4
1961,0625,措备,0.6
1961,0626,措备,1.1
1961,0627,措备,0.2
1961,0629,措备,0.2
1961,0630,措备,0.8
1961,0701,措备,5.4
1961,0702,措备,1.4
1961,0703,措备,59.6
1961,0704,措备,74.6
1961,0707,措备,84.8
1961,0708,措备,83.7
1961,0709,措备,31.1
1961,0710,措备,15.4
1961,0711,措备,2.1
1961,0712,措备,2.3
1961,0721,措备,0.1
1961,0725,措备,43.8
1961,0726,措备,0.4
1961,0727,措备,12.6
1961,0728,措备,0.2
1961,0801,措备,1.3
1961,0802,措备,5.1
1961,0803,措备,95.6
1961,0804,措备,7.9
1961,0808,措备,2.8
1961,0811,措备,3.7
1961,0812,措备,53.3
1961,0823,措备,12.7
1961,0825,措备,15
1961,0826,措备,36
1961,0827,措备,54.1
1961,0831,措备,14.6
1961,0901,措备,4
1961,0902,措备,22.9
1961,0903,措备,4.4
1961,0904,措备,2.7
1961,0910,措备,1.4
1961,0913,措备,1.1
1961,0914,措备,9.3
1961,0915,措备,1.2
1961,0920,措备,0.7
1961,0921,措备,5
1961,0922,措备,2.6
1961,0923,措备,24.7
1961,0925,措备,45.3
1961,0926,措备,0.5
1961,1005,措备,4.4
1961,1006,措备,58.5
1961,1010,措备,0.4
1961,1018,措备,4.6
1961,1019,措备,25
1961,1020,措备,14
1961,1022,措备,0.2
1961,1023,措备,0.1
1961,1026,措备,28.3
1961,1027,措备,0.6
1961,1108,措备,0.3
1961,1116,措备,18.7
1961,1117,措备,31.8
1961,1118,措备,0.8
1961,1121,措备,17
1961,1127,措备,1.8
1961,1128,措备,0.2
1961,1203,措备,21
1961,1204,措备,0.2
1961,1216,措备,1.9
1961,1217,措备,19.7
1961,1224,措备,0.1
1961,1231,措备,0.2
1962,0101,措备,6
1962,0110,措备,0.2
1962,0118,措备,1.3
1962,0126,措备,0.4
1962,0208,措备,3.2
1962,0210,措备,3.6
1962,0320,措备,15.5
1962,0325,措备,0.5
1962,0326,措备,0.4
1962,0402,措备,5
1962,0403,措备,1
1962,0406,措备,3.2
1962,0407,措备,16.3
1962,0408,措备,2
1962,0417,措备,3.4
1962,0424,措备,2.2
1962,0425,措备,12.7
1962,0426,措备,0.2
1962,0427,措备,4.8
1962,0503,措备,9.2
1962,0514,措备,12
1962,0516,措备,0.4
1962,0527,措备,0.9
1962,0601,措备,2.2
1962,0602,措备,17.3
1962,0603,措备,2.2
1962,0607,措备,6.5
1962,0613,措备,1.4
1962,0620,措备,3.1
1962,0621,措备,0.8
1962,0623,措备,11.4
1962,0626,措备,6.2
1962,0628,措备,13.9
1962,0630,措备,18.7
1962,0704,措备,20.7
1962,0705,措备,19.2
1962,0707,措备,8
1962,0708,措备,0.8
1962,0709,措备,1.8
1962,0710,措备,5.8
1962,0711,措备,8.7
1962,0712,措备,17.9
1962,0716,措备,3.1
1962,0720,措备,50.6
1962,0721,措备,0.4
1962,0722,措备,17.3
1962,0802,措备,35.9
1962,0803,措备,0.7
1962,0805,措备,0.7
1962,0806,措备,1
1962,0807,措备,0.9
1962,0815,措备,12.7
1962,0816,措备,1.8
1962,0818,措备,0.4
1962,0822,措备,0.1
1962,0824,措备,113.6
1962,0825,措备,5.6
1962,0827,措备,30.2
1962,0828,措备,50.3
1962,0901,措备,0.6
1962,0902,措备,43.5
1962,0903,措备,36.3
1962,0905,措备,19.7
1962,0906,措备,3.6
1962,0907,措备,5
1962,0908,措备,26.9
1962,0912,措备,13
1962,0913,措备,12.2
1962,0914,措备,18.4
1962,0916,措备,1.4
1962,0917,措备,9.6
1962,0919,措备,1.6
1962,0920,措备,3.1
1962,0923,措备,11
1962,1010,措备,22.1
1962,1011,措备,6.4
1962,1013,措备,0.1
1962,1024,措备,0.2
1962,1102,措备,9.4
1962,1103,措备,7.6
1962,1104,措备,4.7
1962,1108,措备,0.4
1962,1120,措备,11.7
1962,1126,措备,3.5
1962,1204,措备,0.7
1962,1205,措备,0.4
1962,1214,措备,4.6
1962,1230,措备,0.1
1963,0102,措备,0.3
1963,0103,措备,0.2
1963,0105,措备,1.4
1963,0120,措备,1
1963,0215,措备,0.3
1963,0226,措备,1
1963,0309,措备,0.2
1963,0310,措备,1.6
1963,0328,措备,19.2
1963,0329,措备,0.3
1963,0401,措备,0.3
1963,0405,措备,1
1963,0406,措备,25.4
1963,0408,措备,2.3
1963,0409,措备,0.4
1963,0412,措备,2.2
1963,0413,措备,2.8
1963,0414,措备,1.4
1963,0415,措备,12.9
1963,0417,措备,0.2
1963,0418,措备,14.6
1963,0419,措备,0.1
1963,0420,措备,2.1
1963,0421,措备,0.4
1963,0422,措备,2
1963,0424,措备,0.3
1963,0427,措备,4.4
1963,0428,措备,1.3
1963,0429,措备,1
1963,0430,措备,10
1963,0504,措备,10.9
1963,0509,措备,6.6
1963,0512,措备,0.8
1963,0514,措备,26.4
1963,0520,措备,5.2
1963,0521,措备,9.1
1963,0525,措备,1.9
1963,0527,措备,15.2
1963,0529,措备,22.6
1963,0530,措备,10.2
1963,0531,措备,1.5
1963,0602,措备,1.5
1963,0603,措备,21.7
1963,0604,措备,2
1963,0609,措备,0.5
1963,0616,措备,0.1
1963,0617,措备,31.9
1963,0618,措备,10.1
1963,0619,措备,88.4
1963,0620,措备,48.5
1963,0621,措备,2.9
1963,0622,措备,0.5
1963,0623,措备,28.3
1963,0624,措备,33.7
1963,0625,措备,1.4
1963,0626,措备,0.7
1963,0627,措备,0.5
1963,0628,措备,41.6
1963,0629,措备,21
1963,0630,措备,37.8
1963,0704,措备,0.4
1963,0707,措备,18.1
1963,0708,措备,6.3
1963,0710,措备,55.8
1963,0711,措备,5.5
1963,0717,措备,8.5
1963,0718,措备,2.5
1963,0724,措备,1.4
1963,0725,措备,85.2
1963,0726,措备,61.8
1963,0727,措备,3.4
1963,0803,措备,3
1963,0804,措备,13.5
1963,0809,措备,0.2
1963,0810,措备,19.1
1963,0814,措备,13.2
1963,0817,措备,8.5
1963,0820,措备,1.6
1963,0821,措备,11.8
1963,0822,措备,1.7
1963,0823,措备,19.1
1963,0830,措备,37.8
1963,0831,措备,5.8
1963,0901,措备,0.3
1963,0902,措备,1.8
1963,0905,措备,0.8
1963,0924,措备,1.6
1963,0930,措备,2.4
1963,1013,措备,1.3
1963,1014,措备,5.1
1963,1016,措备,13.6
1963,1021,措备,3.9
1963,1106,措备,3.6
1963,1119,措备,0.2
1963,1125,措备,0.2
1963,1203,措备,2.4
1963,1207,措备,7
1963,1208,措备,8.2
1963,1210,措备,0.8
1963,1223,措备,0.3
1964,0108,措备,3.9
1964,0111,措备,1.7
1964,0112,措备,4
1964,0113,措备,0.4
1964,0117,措备,1
1964,0128,措备,7.1
1964,0129,措备,0.3
1964,0130,措备,10.2
1964,0206,措备,4.1
1964,0207,措备,8.7
1964,0208,措备,22.6
1964,0209,措备,12.8
1964,0210,措备,2.3
1964,0215,措备,1
1964,0306,措备,0.2
1964,0307,措备,0.7
1964,0313,措备,7.3
1964,0315,措备,7.5
1964,0319,措备,20
1964,0320,措备,27.2
1964,0403,措备,30.2
1964,0405,措备,1.6
1964,0406,措备,24.2
1964,0407,措备,0.4
1964,0408,措备,2
1964,0410,措备,9.8
1964,0415,措备,29.6
1964,0416,措备,13
1964,0417,措备,0.4
1964,0422,措备,12.7
1964,0425,措备,15
1964,0430,措备,31.2
1964,0501,措备,30.3
1964,0510,措备,20.4
1964,0517,措备,1.4
1964,0518,措备,13.2
1964,0522,措备,0.2
1964,0601,措备,0.1
1964,0602,措备,18.6
1964,0614,措备,4.2
1964,0615,措备,3.3
1964,0619,措备,21
1964,0620,措备,1.1
1964,0625,措备,0.1
1964,0627,措备,1.9
1964,0708,措备,1.7
1964,0709,措备,1.3
1964,0711,措备,4
1964,0712,措备,12
1964,0713,措备,3.5
1964,0714,措备,3
1964,0715,措备,74.5
1964,0716,措备,15
1964,0717,措备,32.4
1964,0718,措备,106.7
1964,0719,措备,2.2
1964,0729,措备,0.3
1964,0730,措备,0.5
1964,0808,措备,7.5
1964,0824,措备,3.2
1964,0825,措备,1.1
1964,0901,措备,33.4
1964,0902,措备,15.6
1964,0903,措备,3.5
1964,0905,措备,15.7
1964,0906,措备,0.3
1964,0908,措备,19.5
1964,0909,措备,0.8
1964,0913,措备,5
1964,0914,措备,13.7
1964,0918,措备,44.9
1964,0919,措备,14
1964,0920,措备,0.4
1964,0926,措备,2.2
1964,0927,措备,4.3
1964,0928,措备,0.8
1964,1005,措备,2.4
1964,1013,措备,10.8
1964,1020,措备,3.9
1964,1021,措备,0.1
1964,1022,措备,1.2
1964,1101,措备,4.4
1964,1104,措备,1.6
1964,1105,措备,7
1964,1112,措备,0.6
1964,1218,措备,0.2
1965,0118,措备,0.5
1965,0127,措备,0.6
1965,0129,措备,25.5
1965,0131,措备,0.4
1965,0202,措备,0.4
1965,0213,措备,1
1965,0220,措备,12.7
1965,0307,措备,0.2
1965,0315,措备,18.6
1965,0316,措备,0.8
1965,0317,措备,4.3
1965,0323,措备,5
1965,0408,措备,1.8
1965,0422,措备,2.3
1965,0423,措备,11.3
1965,0425,措备,1
1965,0426,措备,10.1
1965,0428,措备,9.9
1965,0429,措备,6.8
1965,0502,措备,5.9
1965,0503,措备,11.7
1965,0509,措备,0.8
1965,0514,措备,4.6
1965,0516,措备,2.4
1965,0520,措备,4.1
1965,0526,措备,3.7
1965,0527,措备,27.1
1965,0528,措备,4.2
1965,0603,措备,11.6
1965,0616,措备,15
1965,0617,措备,0.2
1965,0626,措备,0.2
1965,0704,措备,49.4
1965,0706,措备,0.8
1965,0707,措备,18.9
1965,0708,措备,36
1965,0709,措备,31.2
1965,0710,措备,2.9
1965,0711,措备,21.6
1965,0712,措备,54.2
1965,0713,措备,4.6
1965,0716,措备,70
1965,0717,措备,16.9
1965,0718,措备,0.3
1965,0720,措备,0.8
1965,0721,措备,76.4
1965,0722,措备,95
1965,0723,措备,25.4
1965,0724,措备,9.7
1965,0729,措备,18.8
1965,0804,措备,1.5
1965,0806,措备,6.6
1965,0810,措备,3
1965,0811,措备,27.1
1965,0812,措备,16.8
1965,0814,措备,0.8
1965,0819,措备,1.4
1965,0820,措备,29.8
1965,0823,措备,0.5
1965,0824,措备,0.1
1965,0829,措备,7.5
1965,0830,措备,48
1965,0831,措备,1.9
1965,0909,措备,0.9
1965,0910,措备,2.2
1965,1013,措备,5.4
1965,1017,措备,0.4
1965,1030,措备,10.4
1965,1031,措备,2.4
1965,1102,措备,1.6
1965,1104,措备,3.9
1965,1107,措备,35.6
1965,1108,措备,37.2
1965,1109,措备,7.7
1965,1115,措备,0.8
1965,1119,措备,8.9
1965,1125,措备,0.1
1965,1203,措备,5
1965,1204,措备,0.2
1965,1222,措备,8.3
1965,1223,措备,0.8
1966,0110,措备,2.4
1966,0210,措备,9
1966,0216,措备,12
1966,0217,措备,0.5
1966,0220,措备,28.5
1966,0222,措备,6.1
1966,0301,措备,9.9
1966,0302,措备,1.3
1966,0303,措备,21.4
1966,0304,措备,24.8
1966,0306,措备,49.4
1966,0307,措备,7.3
1966,0308,措备,0.4
1966,0315,措备,14.5
1966,0318,措备,10
1966,0321,措备,1.1
1966,0322,措备,10.1
1966,0328,措备,2
1966,0406,措备,7.2
1966,0407,措备,1.8
1966,0409,措备,2
1966,0421,措备,11.2
1966,0425,措备,1.4
1966,0426,措备,14.4
1966,0427,措备,1
1966,0502,措备,23.4
1966,0507,措备,16.4
1966,0514,措备,18.4
1966,0515,措备,5.9
1966,0520,措备,7.5
1966,0521,措备,11.8
1966,0528,措备,17.4
1966,0529,措备,18.2
1966,0605,措备,3.9
1966,0610,措备,1.9
1966,0611,措备,0.8
1966,0619,措备,16.9
1966,0624,措备,3.4
1966,0626,措备,34.4
1966,0630,措备,14.2
1966,0701,措备,15.8
1966,0702,措备,6.6
1966,0707,措备,21.7
1966,0711,措备,6.2
1966,0712,措备,30.5
1966,0715,措备,0.4
1966,0716,措备,0.3
1966,0717,措备,0.4
1966,0721,措备,14.6
1966,0722,措备,39.4
1966,0723,措备,29.9
1966,0804,措备,0.2
1966,0811,措备,0.8
1966,0812,措备,1.4
1966,0817,措备,17.8
1966,0820,措备,52.1
1966,0823,措备,1.3
1966,0824,措备,6.1
1966,0825,措备,14.7
1966,0830,措备,29.1
1966,0831,措备,17.1
1966,0901,措备,8.5
1966,0902,措备,1
1966,0903,措备,0.4
1966,0905,措备,0.5
1966,0906,措备,21.8
1966,0909,措备,3
1966,0910,措备,0.1
1966,0912,措备,4
1966,0917,措备,0.5
1966,0922,措备,1.2
1966,0924,措备,21.3
1966,0925,措备,0.9
1966,1003,措备,11.4
1966,1009,措备,11.7
1966,1010,措备,9.6
1966,1011,措备,10.4
1966,1012,措备,0.5
1966,1025,措备,36.1
1966,1026,措备,3.6
1966,1027,措备,0.7
1966,1028,措备,0.4
1966,1113,措备,6.4
1966,1120,措备,1
1966,1124,措备,1.6
1966,1125,措备,17.9
1966,1128,措备,0.4
1966,1129,措备,1.1
1966,1212,措备,2.2
1966,1231,措备,5
1967,0101,措备,3.4
1967,0127,措备,7.8
1967,0128,措备,14.1
1967,0129,措备,1.3
1967,0130,措备,0.4
1967,0208,措备,5.2
1967,0209,措备,3.9
1967,0210,措备,0.2
1967,0217,措备,0.6
1967,0221,措备,3.4
1967,0222,措备,4.5
1967,0224,措备,4.8
1967,0304,措备,25.3
1967,0315,措备,0.2
1967,0317,措备,13
1967,0318,措备,2
1967,0321,措备,1.9
1967,0326,措备,6.7
1967,0327,措备,1.3
1967,0330,措备,7.3
1967,0408,措备,25.4
1967,0409,措备,0.1
1967,0410,措备,8.6
1967,0415,措备,1
1967,0416,措备,0.6
1967,0418,措备,1.7
1967,0419,措备,32.9
1967,0423,措备,0.4
1967,0427,措备,28.3
1967,0430,措备,0.3
1967,0506,措备,3
1967,0508,措备,1.4
1967,0509,措备,6.1
1967,0526,措备,23.4
1967,0603,措备,20.8
1967,0604,措备,0.7
1967,0609,措备,1.9
1967,0610,措备,2.1
1967,0616,措备,12.7
1967,0617,措备,15.8
1967,0618,措备,5
1967,0619,措备,4.9
1967,0622,措备,32
1967,0624,措备,0.2
1967,0625,措备,48.1
1967,0627,措备,21
1967,0628,措备,21.3
1967,0630,措备,0.3
1967,0701,措备,4.4
1967,0702,措备,27.3
1967,0703,措备,0.6
1967,0704,措备,0.1
1967,0705,措备,31.6
1967,0706,措备,19.1
1967,0712,措备,16
1967,0713,措备,0.1
1967,0714,措备,4.7
1967,0715,措备,1.9
1967,0806,措备,3.8
1967,0807,措备,5.5
1967,0810,措备,21.1
1967,0814,措备,9
1967,0815,措备,48.5
1967,0816,措备,4.6
1967,0817,措备,7.4
1967,0824,措备,1.6
1967,0829,措备,9.7
1967,0830,措备,8.3
1967,0831,措备,0.2
1967,0902,措备,0.3
1967,0903,措备,20.4
1967,0904,措备,1.4
1967,0905,措备,0.2
1967,0906,措备,3.6
1967,0907,措备,2.7
1967,0908,措备,71
1967,0910,措备,10.7
1967,0911,措备,33.9
1967,0915,措备,0.4
1967,0917,措备,0.3
1967,0921,措备,1
1967,0923,措备,0.6
1967,0924,措备,0.3
1967,1001,措备,0.2
1967,1006,措备,17.3
1967,1007,措备,8.9
1967,1012,措备,14.7
1967,1013,措备,0.3
1967,1101,措备,2.8
1967,1102,措备,0.6
1967,1104,措备,1.8
1967,1105,措备,11.8
1967,1108,措备,7.6
1967,1111,措备,3.5
1967,1112,措备,0.5
1967,1119,措备,14.2
1967,1120,措备,4.2
1967,1127,措备,17.2
1967,1128,措备,0.8
1967,1129,措备,2.7
1967,1130,措备,0.3
1967,1218,措备,0.9
1967,1220,措备,1.4
1968,0113,措备,1.7
1968,0114,措备,1.2
1968,0222,措备,0.5
1968,0223,措备,0.5
1968,0229,措备,5
1968,0305,措备,3.6
1968,0307,措备,1.5
1968,0311,措备,4.5
1968,0320,措备,16.5
1968,0325,措备,0.4
1968,0329,措备,0.8
1968,0330,措备,23.9
1968,0408,措备,8
1968,0409,措备,3.7
1968,0410,措备,3.9
1968,0416,措备,4.5
1968,0417,措备,13.1
1968,0418,措备,2.9
1968,0426,措备,0.6
1968,0502,措备,2
1968,0503,措备,12.7
1968,0511,措备,0.7
1968,0517,措备,10.6
1968,0518,措备,6.1
1968,0601,措备,17.5
1968,0602,措备,0.5
1968,0609,措备,20.4
1968,0610,措备,0.4
1968,0622,措备,3.4
1968,0702,措备,10
1968,0703,措备,1.4
1968,0704,措备,1.4
1968,0705,措备,2.6
1968,0706,措备,0.9
1968,0707,措备,1.4
1968,0710,措备,4.4
1968,0714,措备,16
1968,0715,措备,61.4
1968,0716,措备,47.4
1968,0718,措备,0.4
1968,0729,措备,20.1
1968,0730,措备,20.4
1968,0731,措备,3.4
1968,0801,措备,18.1
1968,0802,措备,1.8
1968,0806,措备,3.8
1968,0807,措备,7.8
1968,0808,措备,16.8
1968,0809,措备,0.4
1968,0815,措备,26
1968,0816,措备,170
1968,0820,措备,13.4
1968,0822,措备,1.2
1968,0823,措备,28.2
1968,0824,措备,0.7
1968,0905,措备,15.8
1968,0906,措备,0.2
1968,0912,措备,21.9
1968,0913,措备,1.4
1968,0920,措备,9
1968,0925,措备,0.2
1968,0927,措备,1.8
1968,1003,措备,28.8
1968,1007,措备,22
1968,1009,措备,4.7
1968,1024,措备,7.6
1968,1025,措备,11.3
1968,1104,措备,6
1968,1105,措备,10.5
1968,1106,措备,0.5
1968,1120,措备,0.5
1968,1122,措备,0.3
1968,1124,措备,1.4
1968,1127,措备,2.5
1968,1209,措备,0.4
1968,1212,措备,0.5
1968,1214,措备,2.4
1968,1218,措备,1.1
1968,1222,措备,0.4
1968,1226,措备,0.8
1969,0106,措备,0.2
1969,0107,措备,0.4
1969,0110,措备,1.2
1969,0125,措备,5.1
1969,0126,措备,8.8
1969,0128,措备,16
1969,0129,措备,0.5
1969,0130,措备,3.5
1969,0131,措备,13.5
1969,0204,措备,11
1969,0213,措备,3.5
1969,0214,措备,11.6
1969,0215,措备,0.2
1969,0216,措备,4.6
1969,0218,措备,2.9
1969,0219,措备,0.2
1969,0220,措备,0.1
1969,0304,措备,3
1969,0311,措备,0.8
1969,0312,措备,2
1969,0316,措备,1.4
1969,0319,措备,0.7
1969,0320,措备,0.3
1969,0403,措备,2.3
1969,0404,措备,18.7
1969,0406,措备,0.2
1969,0408,措备,6.2
1969,0414,措备,5.2
1969,0415,措备,0.2
1969,0416,措备,12.4
1969,0420,措备,0.1
1969,0421,措备,11
1969,0424,措备,24.3
1969,0425,措备,21
1969,0429,措备,7.8
1969,0505,措备,26.6
1969,0510,措备,15.8
1969,0517,措备,5.8
1969,0518,措备,6.4
1969,0524,措备,17.3
1969,0526,措备,8.5
1969,0527,措备,25.1
1969,0602,措备,9.2
1969,0605,措备,2.8
1969,0606,措备,0.4
1969,0611,措备,0.6
1969,0620,措备,3.1
1969,0625,措备,14
1969,0628,措备,23
1969,0629,措备,3.1
1969,0704,措备,11.6
1969,0705,措备,1.4
1969,0707,措备,19.5
1969,0708,措备,34.1
1969,0710,措备,9.3
1969,0711,措备,0.1
1969,0712,措备,27.4
1969,0713,措备,0.6
1969,0715,措备,1.4
1969,0716,措备,19.2
1969,0718,措备,6.8
1969,0719,措备,36.7
1969,0720,措备,4.6
1969,0730,措备,2
1969,0731,措备,63.4
1969,0801,措备,0.7
1969,0802,措备,33
